alpha,nematic_S,theta,theta_prime,silhouette_2d,angular_momentum,normalized_angular_momentum,dispersion,speed_avg,force_avg,jamming_index,power_avg,local_spacing,velocity_deviation,boundary_overshoot,altitude_deviation,collisions_this_step,target_dist_min,target_dist_max,speed_real_ms,accel_real_ms2,force_real_N,power_real_W,energy_J,h2,r_nodal,r_per_m,m_star_sensing,tau_rho,theta_accel_correlation,theta_accel_peak_lag,theta_accel_correlation_3d,theta_accel_peak_lag_3d,hull_volume,density_rho,msd,msd_slope,msd_crossover,msd_curve,gyration_radius,r_max,psky_meanfield,marginal_opacity_density,aspect_ratio,thickness_ratio,optimal_m,suggested_m,eta_m,convergence_speed
0.05543699741363525,0.09643348306417465,,0.00737037037037037,0.2331,"[43.323360443115234, 52.972232818603516, -22.944135665893555]",0.05308384820818901,354.01202392578125,4.0012969970703125,0.0,1.0,0.0,164.75843607207366,3.9932634830474854,15275.600087811388,141.8185577392578,0,,,8.942898788452148,0.0,0.0,0.0,0.0,0.8973217675845674,15.76038399447179,4.060833552703766,3,,,,,,,,,,,,339.916015625,1078.5106069480514,0.9670818782800203,0.00011456183729907014,1.4658398628234863,0.6822027564048767,5,8.911208655834198,0.13176738871985022,0.03442858723747882
0.05273980617523193,0.10904945433139801,,0.00737037037037037,0.2335,"[47.71272277832031, 52.18739700317383, -21.551881790161133]",0.05436805635690689,354.0121154785156,4.001621723175049,0.0,1.0,0.0,0.0,3.994391679763794,15274.978222475773,141.81863403320312,0,,,8.943624551296233,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.05072361469268799,0.1144290417432785,,0.00737037037037037,0.2339,"[50.214134216308594, 53.52814483642578, -20.427135467529297]",0.056031543761491776,354.0111083984375,4.00190544128418,0.0,1.0,0.0,0.0,3.9952216148376465,15274.16188327282,141.8180694580078,0,,,8.94425866127014,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.05245786666870117,0.11767362058162689,,0.00737037037037037,0.2336,"[50.747005462646484, 53.26506423950195, -16.497350692749023]",0.05545249953866005,354.00909423828125,4.002194881439209,0.0,1.0,0.0,0.0,3.9950482845306396,15273.192937650334,141.8170166015625,0,,,8.94490556001663,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0523708963394165,0.12006642669439316,,0.00737037037037037,0.2333,"[51.628944396972656, 52.337459564208984, -12.319806098937988]",0.05482480674982071,354.00616455078125,4.002469062805176,0.0,1.0,0.0,0.0,3.9953527450561523,15272.060461477337,141.81544494628906,0,,,8.945518355369567,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.05082087516784668,0.12338470667600632,,0.00737037037037037,0.2326,"[54.23162078857422, 49.984371185302734, -8.786144256591797]",0.054628532379865646,354.0022277832031,4.002743721008301,0.0,1.0,0.0,0.0,3.9960498809814453,15270.752982314792,141.8132781982422,0,,,8.946132216453552,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.04934328079223633,0.1251375824213028,,0.00737037037037037,0.2327,"[57.099517822265625, 49.28126525878906, -7.469730377197266]",0.05574718862771988,353.99725341796875,4.003040313720703,0.0,1.0,0.0,0.0,3.996727705001831,15269.27009984366,141.8105926513672,0,,,8.94679510116577,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.04840453624725342,0.12696082890033722,,0.00737037037037037,0.2327,"[57.720703125, 48.87040710449219, -3.515342950820923]",0.05568768084049225,353.99139404296875,4.003303527832031,0.0,1.0,0.0,0.0,3.997224807739258,15267.64727726884,141.80728149414062,0,,,8.947383384704588,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.04791408538818359,0.12735609710216522,,0.00737037037037037,0.2329,"[59.99154281616211, 47.681861877441406, -2.2267141342163086]",0.056389372795820236,353.984619140625,4.003572463989258,0.0,1.0,0.0,0.0,3.9976086616516113,15265.855979372045,141.8032684326172,0,,,8.947984457015991,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.04932099342346191,0.12508176267147064,,0.00737037037037037,0.2328,"[60.389808654785156, 46.6522102355957, 0.36532700061798096]",0.05613088235259056,353.976806640625,4.003820419311523,0.0,1.0,0.0,0.0,3.997494697570801,15263.8960464607,141.79867553710938,0,,,8.948538637161255,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.049218759536743165,0.12659350037574768,,0.00737037037037037,0.2326,"[62.0078010559082, 48.97414016723633, -0.14624236524105072]",0.05812098830938339,353.96820068359375,4.004032611846924,0.0,1.0,0.0,0.0,3.9977166652679443,15261.799043079965,141.79344177246094,0,,,8.949012887477874,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.04997650623321533,0.13017266988754272,,0.00737037037037037,0.2327,"[62.70399856567383, 50.179813385009766, 2.3072566986083984]",0.05909960716962814,353.95867919921875,4.004258632659912,0.0,1.0,0.0,0.0,3.9977312088012695,15259.54188972227,141.78759765625,0,,,8.949518043994903,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.051215286254882815,0.13055218756198883,,0.00737037037037037,0.2327,"[62.133079528808594, 50.886199951171875, 4.738301753997803]",0.05918021500110626,353.9482727050781,4.004483222961426,0.0,1.0,0.0,0.0,3.997612237930298,15257.17224153088,141.78131103515625,0,,,8.950020003318786,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.05063765048980713,0.12793377041816711,,0.00737037037037037,0.2327,"[60.82803726196289, 51.46674346923828, 6.4426045417785645]",0.05880599841475487,353.9369812011719,4.004697799682617,0.0,1.0,0.0,0.0,3.9979565143585205,15254.65500856932,141.77488708496094,0,,,8.950499582290648,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.048225927352905276,0.12502974271774292,,0.00737037037037037,0.2326,"[60.109169006347656, 50.64836883544922, 8.383109092712402]",0.05815213918685913,353.9248046875,4.004891395568848,0.0,1.0,0.0,0.0,3.9987409114837646,15252.006892585512,141.76780700683594,0,,,8.950932269096374,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.05038418292999267,0.12263833731412888,,0.00737037037037037,0.2322,"[59.62657165527344, 47.560577392578125, 9.721245765686035]",0.05656524747610092,353.91168212890625,4.005115509033203,0.0,1.0,0.0,0.0,3.9983584880828857,15249.202320327215,141.76026916503906,0,,,8.951433162689208,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.052520041465759275,0.12024983763694763,,0.00737037037037037,0.2322,"[57.400325775146484, 45.244022369384766, 10.894301414489746]",0.05436524376273155,353.8978576660156,4.005322456359863,0.0,1.0,0.0,0.0,3.997946262359619,15246.276487448038,141.75238037109375,0,,,8.951895689964294,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.05215652465820313,0.11716938018798828,,0.00737037037037037,0.2325,"[58.466094970703125, 45.46198654174805, 10.494851112365723]",0.055033981800079346,353.8832092285156,4.005492687225342,0.0,1.0,0.0,0.0,3.9982192516326904,15243.223081934957,141.74407958984375,0,,,8.952276155948638,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.05152632713317871,0.11433106660842896,,0.00737037037037037,0.2328,"[58.49087905883789, 43.319725036621094, 10.428092956542969]",0.054100364446640015,353.8676452636719,4.0056562423706055,0.0,1.0,0.0,0.0,3.998551607131958,15240.025564443125,141.73526000976562,0,,,8.952641701698303,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.050734124183654784,0.10987153649330139,,0.00737037037037037,0.2322,"[54.63240051269531, 42.044410705566406, 14.885510444641113]",0.05189363285899162,353.8512878417969,4.005799293518066,0.0,1.0,0.0,0.0,3.998896598815918,15236.683230001823,141.72607421875,0,,,8.952961421012878,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
